新书《诸天之百味人生》已发布，求兄弟们推荐、收藏。: https://www.xbiquge.bz/book/35068/40706432.html
完本感言: https://www.xbiquge.bz/book/35068/40706431.html
第四十三章 属狗脸的严振东（求推荐、收藏！）: https://www.xbiquge.bz/book/35068/22048151.html
第四十四章 华夏是华夏人之华夏: https://www.xbiquge.bz/book/35068/22056365.html
第四十五章 远程武器专精: https://www.xbiquge.bz/book/35068/22060582.html
第四十六章 打上沙河帮: https://www.xbiquge.bz/book/35068/22068098.html
第四十七章 除恶务尽: https://www.xbiquge.bz/book/35068/22072829.html
第四十八章 剿灭沙河帮: https://www.xbiquge.bz/book/35068/22085439.html
第四十九章 定心: https://www.xbiquge.bz/book/35068/22098266.html
第五十章 弄死了谁负责？: https://www.xbiquge.bz/book/35068/22142320.html
第五十一章 现在还好笑吗？: https://www.xbiquge.bz/book/35068/22142321.html
第五十二章 我能打死他！: https://www.xbiquge.bz/book/35068/22142323.html
第五十三章 真够劲！: https://www.xbiquge.bz/book/35068/22142325.html
第五十四章 主要是名字起的好: https://www.xbiquge.bz/book/35068/22142327.html
第五十五章 目标‘狮王’！: https://www.xbiquge.bz/book/35068/22142329.html
第五十六章 强力宠物--狮王休玛！: https://www.xbiquge.bz/book/35068/22142330.html
第五十七章 你误会我的意思了！: https://www.xbiquge.bz/book/35068/22142332.html
第五十八章 嘴贱的下场: https://www.xbiquge.bz/book/35068/22158442.html
第五十九章 让他搜！: https://www.xbiquge.bz/book/35068/22158443.html
第六十章 那就别怪我了: https://www.xbiquge.bz/book/35068/22176548.html
第六十一章 若我为白蛇: https://www.xbiquge.bz/book/35068/22176549.html
第六十二章 ‘同归于尽’: https://www.xbiquge.bz/book/35068/22183514.html
第六十三章 大家好才是真的好（求收藏、推荐）: https://www.xbiquge.bz/book/35068/22200436.html
第六十四章 杀一百次都不嫌多: https://www.xbiquge.bz/book/35068/22200437.html
第六十五章 我的手枪呢！: https://www.xbiquge.bz/book/35068/22212811.html
第六十六章 对决严振东: https://www.xbiquge.bz/book/35068/22212812.html
第六十七章 俺问的是钱的事！: https://www.xbiquge.bz/book/35068/22225049.html
第六十八章 ‘铁布衫’！: https://www.xbiquge.bz/book/35068/22225050.html
第六十九章 光宗耀祖啊！（求收藏，推荐！）: https://www.xbiquge.bz/book/35068/22240896.html
第七十章 梁宽入门: https://www.xbiquge.bz/book/35068/22240897.html
第七十一章 引蛇出洞（求收藏，推荐）: https://www.xbiquge.bz/book/35068/22267577.html
第七十二章 叫你不学好！: https://www.xbiquge.bz/book/35068/22267578.html
第七十三章 斗坛（求收藏、推荐）: https://www.xbiquge.bz/book/35068/22296430.html
第七十四章 比兵器什么的，我最喜欢了: https://www.xbiquge.bz/book/35068/22315084.html
第七十五章 黄少宏的医学研究: https://www.xbiquge.bz/book/35068/22335307.html
第七十六章 来自同行的质疑: https://www.xbiquge.bz/book/35068/22335308.html
第七十七章 黄，你要冷静！: https://www.xbiquge.bz/book/35068/22367487.html
第七十八章 神箭愧不敢当: https://www.xbiquge.bz/book/35068/22379070.html
第七十九章 纳兰元述: https://www.xbiquge.bz/book/35068/22385682.html
第八十章 我又怎么忍心呢！: https://www.xbiquge.bz/book/35068/22393926.html
第八十一章 打上‘朝天观’！: https://www.xbiquge.bz/book/35068/22398634.html
第八十二章 下回别吹牛逼，还刀枪不入？: https://www.xbiquge.bz/book/35068/22418204.html
第八十三章 ‘大有深意’: https://www.xbiquge.bz/book/35068/22433387.html
第八十四章 就是这么巧！: https://www.xbiquge.bz/book/35068/22457165.html
第八十五章 结果只能是个跪！: https://www.xbiquge.bz/book/35068/22469663.html
第八十六章 北上京城: https://www.xbiquge.bz/book/35068/22498128.html
第八十七章 总像白日做梦似的: https://www.xbiquge.bz/book/35068/22501053.html
第八十八章 汇流南北武术: https://www.xbiquge.bz/book/35068/22530865.html
第八十九章 五场之约: https://www.xbiquge.bz/book/35068/22627785.html
第九十章 技压王正谊: https://www.xbiquge.bz/book/35068/22639642.html
第九十一章 三月之后: https://www.xbiquge.bz/book/35068/22727310.html
第九十二章 鬼脚七: https://www.xbiquge.bz/book/35068/22736022.html
第九十三章 表露心意: https://www.xbiquge.bz/book/35068/22780610.html
第九十四章 大战开始之前: https://www.xbiquge.bz/book/35068/22810993.html
第九十五章 八国联军，杀戮之时: https://www.xbiquge.bz/book/35068/22825874.html
第九十六章 斩妖婆: https://www.xbiquge.bz/book/35068/22832636.html
第九十七章 功成身退，片场脱险: https://www.xbiquge.bz/book/35068/22850417.html
第九十八章 婉拒邀请（求推荐、收藏）: https://www.xbiquge.bz/book/35068/22861650.html
第九十九章 不打不相识: https://www.xbiquge.bz/book/35068/22870416.html
第一百章 还留着送盒饭呢: https://www.xbiquge.bz/book/35068/22871866.html
第一百零一章 虚弱感: https://www.xbiquge.bz/book/35068/22895708.html
第一百零二章 国宝: https://www.xbiquge.bz/book/35068/22895709.html
第一百零三章 暴富: https://www.xbiquge.bz/book/35068/22895710.html
第一百零四章 一定要争气啊: https://www.xbiquge.bz/book/35068/22916483.html
第一百零五章 尝试本体登录: https://www.xbiquge.bz/book/35068/22916484.html
第一百零六章 黑金古刀: https://www.xbiquge.bz/book/35068/22933318.html
第一百零七章 搞笑的胖邻居: https://www.xbiquge.bz/book/35068/22933319.html
第一百零八章 野外偶遇: https://www.xbiquge.bz/book/35068/22946962.html
第一百零九章 ‘龙组少将’黄少宏: https://www.xbiquge.bz/book/35068/22953746.html
第一百一十章 包容，同化！: https://www.xbiquge.bz/book/35068/22959177.html
第一百一十一章 巧遇元宗: https://www.xbiquge.bz/book/35068/22964284.html
第一百一十二章 踩完理想，踩剑术: https://www.xbiquge.bz/book/35068/22969377.html
第一百一十三章 赵墨: https://www.xbiquge.bz/book/35068/22982952.html
第一百一十四章 赵宫赴宴: https://www.xbiquge.bz/book/35068/22993840.html
第一百一十五章 此席不吉: https://www.xbiquge.bz/book/35068/23011024.html
第一百一十六章 扔偏了！: https://www.xbiquge.bz/book/35068/23025574.html
第一百一十七章 御前比剑: https://www.xbiquge.bz/book/35068/23025701.html
第一百一十八章 实至名归: https://www.xbiquge.bz/book/35068/23068025.html
第一百一十九章 伏杀: https://www.xbiquge.bz/book/35068/23068026.html
上架感言: https://www.xbiquge.bz/book/35068/23098617.html
第一百二十章 神射无敌: https://www.xbiquge.bz/book/35068/23098618.html
第一百二十一章 报仇不隔夜（求首订）: https://www.xbiquge.bz/book/35068/23098996.html
第一百二十二章 各方反应: https://www.xbiquge.bz/book/35068/23102494.html
第一百二十三章 拦路比武: https://www.xbiquge.bz/book/35068/23102496.html
第一百二十四章 试探？报恩？: https://www.xbiquge.bz/book/35068/23107717.html
第一百二十五章 赵致、善柔: https://www.xbiquge.bz/book/35068/23107718.html
第一百二十六章 暂时返回: https://www.xbiquge.bz/book/35068/23107719.html
第一百二十七章 赵小北: https://www.xbiquge.bz/book/35068/23107720.html
第一百二十八章 进入新世界: https://www.xbiquge.bz/book/35068/23120112.html
第一百二十九章 认识陈浩南吗？: https://www.xbiquge.bz/book/35068/23120113.html
第一百三十章 做个交易（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/23121395.html
第一百三十一章 大反派还敢数到三？: https://www.xbiquge.bz/book/35068/23131437.html
第一百三十二章 回归现实，去泰国: https://www.xbiquge.bz/book/35068/23131438.html
第一百三十三章 风暴城: https://www.xbiquge.bz/book/35068/23143831.html
第一百三十四章 金矿石是狗头金？: https://www.xbiquge.bz/book/35068/23143832.html
第一百三十五章 郝老六: https://www.xbiquge.bz/book/35068/23155945.html
第一百三十六章 赃物: https://www.xbiquge.bz/book/35068/23155946.html
第一百三十七章 现实世界首杀: https://www.xbiquge.bz/book/35068/23167845.html
第一百三十八章 可惜那‘一条龙’了: https://www.xbiquge.bz/book/35068/23167846.html
第一百三十九章 可惜你没有买啊！（求订阅）: https://www.xbiquge.bz/book/35068/23204833.html
第一百四十章 你才是大叔: https://www.xbiquge.bz/book/35068/23204834.html
第一百四十一章 收购加工厂: https://www.xbiquge.bz/book/35068/23215965.html
第一百四十二章 盘龙画戟: https://www.xbiquge.bz/book/35068/23215966.html
第一百四十三章 飞毯（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/23226054.html
第一百四十四章 属性提升，照进现实: https://www.xbiquge.bz/book/35068/23226256.html
第一百四十五章 项少龙带来的消息: https://www.xbiquge.bz/book/35068/23226792.html
第一百四十六章 三策可平天下: https://www.xbiquge.bz/book/35068/23239582.html
第一百四十七章 挟天子以令诸侯: https://www.xbiquge.bz/book/35068/23239583.html
第一百四十八章 东周公: https://www.xbiquge.bz/book/35068/23257461.html
第一百四十九章 君王呼来不上朝: https://www.xbiquge.bz/book/35068/23257462.html
第一百五十章 大王，你不配坐在那里！: https://www.xbiquge.bz/book/35068/23275611.html
第一百五十一章 天下第一才女: https://www.xbiquge.bz/book/35068/23275612.html
第一百五十二章 下一个: https://www.xbiquge.bz/book/35068/23294029.html
第一百五十三章 没风，你还等个屁啊！: https://www.xbiquge.bz/book/35068/23294030.html
第一百五十四章 家里狗还没喂呢！: https://www.xbiquge.bz/book/35068/23305182.html
第一百五十五章 以寡敌众: https://www.xbiquge.bz/book/35068/23305183.html
第一百五十六章 占尽上风: https://www.xbiquge.bz/book/35068/23317498.html
第一百五十七章 有我无敌: https://www.xbiquge.bz/book/35068/23317499.html
第一百五十八章 邹衍相邀: https://www.xbiquge.bz/book/35068/23328057.html
第一百五十九章 搞定赵王: https://www.xbiquge.bz/book/35068/23328058.html
第一百六十章 不斩来使？往死里揍！: https://www.xbiquge.bz/book/35068/23339076.html
第一百六十一章 信不信我一句话就让你跪下: https://www.xbiquge.bz/book/35068/23339077.html
第一百六十二章 奴化人格: https://www.xbiquge.bz/book/35068/23347479.html
第一百六十三章 你怎能这样！: https://www.xbiquge.bz/book/35068/23347480.html
第一百六十四章 不过插标卖首罢了（加更求订阅）: https://www.xbiquge.bz/book/35068/23347481.html
第一百六十五章 李牧论战（加更求订阅）: https://www.xbiquge.bz/book/35068/23347482.html
第一百六十六章 石破天惊的观点（二合一）: https://www.xbiquge.bz/book/35068/23360256.html
第一百六十七章 寻找长生之路: https://www.xbiquge.bz/book/35068/23370392.html
第一百六十八章 擒贼先擒王: https://www.xbiquge.bz/book/35068/23376960.html
第一百六十九章 三国来袭，决战雁门: https://www.xbiquge.bz/book/35068/23397584.html
第一百七十章 屠杀，他日因今日果: https://www.xbiquge.bz/book/35068/23397585.html
第一百七十一章 结绿: https://www.xbiquge.bz/book/35068/23418367.html
第一百七十二章 曹秋道的挑战: https://www.xbiquge.bz/book/35068/23418368.html
第一百七十三章 杀一儆百: https://www.xbiquge.bz/book/35068/23433176.html
第一百七十四章 夜探行人署: https://www.xbiquge.bz/book/35068/23433177.html
第一百七十五章 这笔账没完！（求订阅）: https://www.xbiquge.bz/book/35068/23442941.html
第一百七十六章 越女剑法: https://www.xbiquge.bz/book/35068/23442942.html
第一百七十七章 果然是一脉相承的世界: https://www.xbiquge.bz/book/35068/23453344.html
第一百七十八章 进入新世界: https://www.xbiquge.bz/book/35068/23453345.html
第一百七十九章 宗师多个毛线啊: https://www.xbiquge.bz/book/35068/23464844.html
第一百八十章 GOD与唐紫尘: https://www.xbiquge.bz/book/35068/23464846.html
第一百八十一章 三个要求: https://www.xbiquge.bz/book/35068/23478904.html
第一百八十二章 龙吟虎啸: https://www.xbiquge.bz/book/35068/23478905.html
第一百八十三章 哥是老中医: https://www.xbiquge.bz/book/35068/23497469.html
第一百八十四章 守株待兔: https://www.xbiquge.bz/book/35068/23497470.html
第一百八十五章 我都不知道，你就知道了: https://www.xbiquge.bz/book/35068/23518253.html
第一百八十六章 周炳林的指点: https://www.xbiquge.bz/book/35068/23518254.html
第一百八十七章 暗劲成: https://www.xbiquge.bz/book/35068/23537927.html
第一百八十八章 武道层次的划分: https://www.xbiquge.bz/book/35068/23537928.html
第一百八十九章 换拳之谊: https://www.xbiquge.bz/book/35068/23558045.html
第一百九十章 老子是来踢馆的: https://www.xbiquge.bz/book/35068/23558047.html
第一百九十一章 帅气才是根本: https://www.xbiquge.bz/book/35068/23585060.html
第一百九十二章 踢馆进行中: https://www.xbiquge.bz/book/35068/23585062.html
第一百九十三章 你们管不到我: https://www.xbiquge.bz/book/35068/23607460.html
第一百九十四章 比功夫片还要精彩的打斗: https://www.xbiquge.bz/book/35068/23607461.html
第一百九十五章 我还没发力你就不行了！（为‘松王’兄弟万赏加更。）: https://www.xbiquge.bz/book/35068/23607462.html
第一百九十六章 战斗使人进步: https://www.xbiquge.bz/book/35068/23621266.html
第一百九十七章 开始扫跆拳道: https://www.xbiquge.bz/book/35068/23621267.html
第一百九十八章 我有兵器: https://www.xbiquge.bz/book/35068/23636535.html
第一百九十九章 龟蛇碎！: https://www.xbiquge.bz/book/35068/23636536.html
第二百章 不用担心: https://www.xbiquge.bz/book/35068/23649008.html
第二百零一章 国家罗汉: https://www.xbiquge.bz/book/35068/23649009.html
第二百零二章 麻烦上门（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/23650184.html
第二百零三章 从容脱身: https://www.xbiquge.bz/book/35068/23669242.html
第二百零四章 我去说道说道（已修改）: https://www.xbiquge.bz/book/35068/23669243.html
第二百零五章 会看手相的周炳林: https://www.xbiquge.bz/book/35068/23687833.html
第二百零六章 给个交代吧！: https://www.xbiquge.bz/book/35068/23693868.html
第二百零七章 怎能让你如愿！: https://www.xbiquge.bz/book/35068/23709689.html
第二百零八章 横扫京城国术界: https://www.xbiquge.bz/book/35068/23709690.html
第二百零九章 周炳林发飙: https://www.xbiquge.bz/book/35068/23731781.html
第二百一十章 老子打的人多了，还用他见证！: https://www.xbiquge.bz/book/35068/23731784.html
第二百一十一章 八面威风: https://www.xbiquge.bz/book/35068/23759612.html
第二百一十二章 以寡敌众，战而胜之: https://www.xbiquge.bz/book/35068/23759613.html
第二百一十三章 就现在吧！: https://www.xbiquge.bz/book/35068/23771083.html
第二百一十四章 通微入化: https://www.xbiquge.bz/book/35068/23771084.html
第二百一十五章 寻虎(为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/23771085.html
第二百一十六章 狮虎斗: https://www.xbiquge.bz/book/35068/23789502.html
第二百一十七章 狼群: https://www.xbiquge.bz/book/35068/23789503.html
第二百一十八章 虎形真意（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/23789504.html
第二百一十九章 深山老林中的建筑群: https://www.xbiquge.bz/book/35068/23799923.html
第二百二十章 质量这么不过关吗？: https://www.xbiquge.bz/book/35068/23799924.html
第二百二十一章 朱可夫训练营的终极考核（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/23799925.html
第二百二十二章 不服就干呗！: https://www.xbiquge.bz/book/35068/23810417.html
第二百二十三章 认真了！: https://www.xbiquge.bz/book/35068/23810418.html
第二百二十四章 唯快不破（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/23810419.html
第二百二十五章 遭遇狙击手: https://www.xbiquge.bz/book/35068/23824703.html
第二百二十六章 没有礼貌！: https://www.xbiquge.bz/book/35068/23824704.html
第二百二十七章 打地鼠与腹背受敌（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/23824705.html
第二百二十八章 一腔诗意都喂了狗！: https://www.xbiquge.bz/book/35068/23838058.html
第二百二十九章 T--51: https://www.xbiquge.bz/book/35068/23838059.html
第二百三十章 强大的彼得罗夫（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/23838060.html
第二百三十一章 手段齐出: https://www.xbiquge.bz/book/35068/23849562.html
第二百三十二章 还以为多牛逼呢！: https://www.xbiquge.bz/book/35068/23849563.html
第二百三十三章 搬空武器库: https://www.xbiquge.bz/book/35068/23873022.html
第二百三十四章 看小电影的坏处有多大！: https://www.xbiquge.bz/book/35068/23873023.html
第二百三十五章 该还了！: https://www.xbiquge.bz/book/35068/23970289.html
第三百三十六章 武斗之王: https://www.xbiquge.bz/book/35068/23970291.html
第二百三十七章 激斗巴立明: https://www.xbiquge.bz/book/35068/24099784.html
第二百三十八章 老子才不上当！: https://www.xbiquge.bz/book/35068/24099785.html
第二百三十九章 不活动一下筋骨怎么行！: https://www.xbiquge.bz/book/35068/24183355.html
第二百四十章 乱箭打！: https://www.xbiquge.bz/book/35068/24183357.html
第二百四十一章 仁者无敌: https://www.xbiquge.bz/book/35068/24241114.html
第二百四十二章 拷贝拳意，小明升级: https://www.xbiquge.bz/book/35068/24241115.html
第二百四十三章 《洗髓经》: https://www.xbiquge.bz/book/35068/24253601.html
第二百四十四章 问道武当山: https://www.xbiquge.bz/book/35068/24253603.html
第二百四十五章 黄无敌？: https://www.xbiquge.bz/book/35068/24264187.html
第二百四十六章 名不虚传: https://www.xbiquge.bz/book/35068/24264191.html
第二百四十七章 老惨了！: https://www.xbiquge.bz/book/35068/24279983.html
第二百四十八 闲时读经武当山: https://www.xbiquge.bz/book/35068/24279984.html
第二百四十九章 搅动风云: https://www.xbiquge.bz/book/35068/24308794.html
第二百五十章 再见唐紫尘: https://www.xbiquge.bz/book/35068/24308795.html
第二百五十一章 动杀机（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/24310216.html
第二百五十二章 崔长白，阮洪修！: https://www.xbiquge.bz/book/35068/24334940.html
第二百五十三章 以一敌二: https://www.xbiquge.bz/book/35068/24334941.html
第二百五十四章 若是离开这里，必死无疑！: https://www.xbiquge.bz/book/35068/24387394.html
第二百五十五章 周炳林抱丹，后顾无忧: https://www.xbiquge.bz/book/35068/24387395.html
第二百五十六章 黄少宏VS陈艾阳: https://www.xbiquge.bz/book/35068/24421589.html
第二百五十七章 黄少宏眼中的王超: https://www.xbiquge.bz/book/35068/24421590.html
第二百五十八章 先来一波嘴炮: https://www.xbiquge.bz/book/35068/24457956.html
第二百五十九章 黄少宏VS唐紫尘: https://www.xbiquge.bz/book/35068/24457957.html
第二百六十章 陷阱: https://www.xbiquge.bz/book/35068/24478854.html
第二百六十一章 抱丹境的枪: https://www.xbiquge.bz/book/35068/24478855.html
第二百六十二 狂妄的黄少宏（为‘韬韬来看书’兄弟加更）: https://www.xbiquge.bz/book/35068/24478856.html
第二百六十三章 让你接都接不回去！（二合一！）: https://www.xbiquge.bz/book/35068/24513654.html
第二百六十四章 主角必须死(二合一）: https://www.xbiquge.bz/book/35068/24540262.html
第二百六十五章 约架！（二合一）: https://www.xbiquge.bz/book/35068/24584307.html
第二百六十六章 霍玲儿: https://www.xbiquge.bz/book/35068/24601577.html
第二百六十七章 轰成渣了（二合一）: https://www.xbiquge.bz/book/35068/24613196.html
第二百六十八章 拳术传承: https://www.xbiquge.bz/book/35068/24646945.html
第二百六十九章 你没有让我出剑的实力！（二合一）: https://www.xbiquge.bz/book/35068/24694727.html
第二百七十章 你认错人了！（二合一）: https://www.xbiquge.bz/book/35068/24721540.html
第二百七十一章 新盘龙画戟与机器人: https://www.xbiquge.bz/book/35068/24773791.html
第二百七十二章 机械公敌（二合一）: https://www.xbiquge.bz/book/35068/24799636.html
第二百七十三章 你说机器人有可能被催眠吗？（二合一）: https://www.xbiquge.bz/book/35068/24841621.html
第二百七十四章 夜闯USR（为‘覓逍遥’兄弟万赏加更！）: https://www.xbiquge.bz/book/35068/24841622.html
第二百七十五章 你比007酷多了！(二合一）: https://www.xbiquge.bz/book/35068/24876500.html
第二百七十六章 你想成为真正的人类吗？（二合一）: https://www.xbiquge.bz/book/35068/24909362.html
第二百七十七章 计划达成，掌控世界（二合一）: https://www.xbiquge.bz/book/35068/24925985.html
第二百七十八章 掌控机械公敌世界(已修改）: https://www.xbiquge.bz/book/35068/24940617.html
第二百七十九章 返回现实，警察登门！（二合一）: https://www.xbiquge.bz/book/35068/25005070.html
第二百八十章 灭燕: https://www.xbiquge.bz/book/35068/25061698.html
第二百八十一章 刺鳌（二合一）: https://www.xbiquge.bz/book/35068/25083846.html
第二百八十二章 有一个大胆的想法（二合一）: https://www.xbiquge.bz/book/35068/25112303.html
第二百八十三章 客串画皮（二合一）: https://www.xbiquge.bz/book/35068/25149453.html
第二百八十四章 该出手时就出手（二合一）: https://www.xbiquge.bz/book/35068/25178151.html
第二百八十五章 惊天意外（二合一）: https://www.xbiquge.bz/book/35068/25219727.html
第二百八十六章 你是谁？（二合一）: https://www.xbiquge.bz/book/35068/25234750.html
第二百八十七章 硌了我一宿！（为‘胖子大张哥’万赏加更！）: https://www.xbiquge.bz/book/35068/25257016.html
第二百八十八章 蝴蝶效应（二合一）: https://www.xbiquge.bz/book/35068/25257017.html
第二百八十九章 修炼内功（二合一）: https://www.xbiquge.bz/book/35068/25274043.html
第二百九十章 来，打我一枪（二合一）: https://www.xbiquge.bz/book/35068/25314795.html
第二百九十一章 坐山观虎斗（二合一）: https://www.xbiquge.bz/book/35068/25328007.html
第二百九十二章 打击乐与刀剑如梦（二合一）: https://www.xbiquge.bz/book/35068/25350730.html
第二百九十三章 功力大进（二合一）: https://www.xbiquge.bz/book/35068/25363181.html
第二百九十四章 红花亭上六炷香（二合一）: https://www.xbiquge.bz/book/35068/25395787.html
第二百九十五章 老子专杀刀枪不入！（二合一）: https://www.xbiquge.bz/book/35068/25437210.html
第二百九十六章 当庭杖毙？: https://www.xbiquge.bz/book/35068/25492281.html
第二百九十七章 亲自出动: https://www.xbiquge.bz/book/35068/25514462.html
第二百九十八章 计划不如变化快！: https://www.xbiquge.bz/book/35068/25528834.html
第二百九十九章 死局？: https://www.xbiquge.bz/book/35068/25538196.html
第三百章 天下第一奇毒: https://www.xbiquge.bz/book/35068/25551750.html
第三百零一章 目标达成，系统升级: https://www.xbiquge.bz/book/35068/25566245.html
第二百八十章 神龙教圣王: https://www.xbiquge.bz/book/35068/25718156.html
第二百八十一章 当昏君搞乱天下: https://www.xbiquge.bz/book/35068/25718157.html
第二百八十二章 天下一统，升级完毕: https://www.xbiquge.bz/book/35068/25718158.html
第二百八十三章 无事献殷勤的胖子: https://www.xbiquge.bz/book/35068/25718159.html
第二百八十四章 超凡: https://www.xbiquge.bz/book/35068/25718160.html
第二百八十五章 炫富和救人（三合一，为斗破吓疯0兄弟加更）: https://www.xbiquge.bz/book/35068/25718161.html
第二百八十六章 意不意外，惊不惊喜？（二合一）: https://www.xbiquge.bz/book/35068/25724392.html
第二百八十七章 疯狂的美女！（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/25727805.html
第二百八十八章 空中激斗（二合一）: https://www.xbiquge.bz/book/35068/25760782.html
第二百八十九章 妳的幸运到此为止（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/25765221.html
第二百九十章 没一个好对付的！（二合一）: https://www.xbiquge.bz/book/35068/25813214.html
第二百九十一章 不死之身？（为‘斗破吓疯0’加更！）: https://www.xbiquge.bz/book/35068/25816989.html
第二百九十二章 论如何搞死他（二合一）: https://www.xbiquge.bz/book/35068/25855335.html
第二百九十三章 我猜你有副画（为‘斗破吓疯0’加更！）: https://www.xbiquge.bz/book/35068/25861749.html
第二百九十四章 没文化真可怕（二合一）: https://www.xbiquge.bz/book/35068/25884110.html
第二百九十五章 平定战国与新世界（二合一）: https://www.xbiquge.bz/book/35068/25926470.html
第二百九十六章 胡八一、王凯旋（二合一）: https://www.xbiquge.bz/book/35068/25961657.html
第二百九十七章 打入摸金校尉的内部（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/25968143.html
